,AIRCRAFT,Turbulence_Category
12239,A312N,U
12240,CGR9,U
12241,RV17,U
12242,SRR22,U
12243,E111,U
12244,EC-130,U
12245,AA-5A,U
12246,0BE33,U
12247,DP40,U
12248,C525M,U
12249,E14E5,U
12250,AS2,U
12251,FLF5,U
12252,B7272,U
12253,SRAI,U
12254,G240,U
12255,B73I8,U
12256,XEJ9,U
12257,DA52,U
12258,ONEX,U
12259,CLSO,U
12260,GC-1B,U
12261,GA,U
12262,BE31,U
12263,A21NX,U
12264,TOPS 140,U
12265,AOK,U
12266,A3111,U
12267,BELL 407,U
12268,A21 N,U
12269,DCH5,U
12270,S20N,U
12271,CDC3,U
12272,SCT050,U
12273,GLF6 TOP390,U
12274,E68A,U
12275,A20 N,U
12276,B38ME,U
12277,P181,U
12278,BKN020,U
12279,F2THB,U
12280,H79,U
12281,0256,U
12282,AA21N,U
12283,T150,U
12284,BT78,U
12285,B39B,U
12286,BCS01,U
12287,A606,U
12288,BRST,U
12289,ASRT,U
12290,BL117,U
12291,ZA321,U
12292,LJ345,U
12293,B228,U
12294,C100,U
12295,VA40,U
12296,ATR75,U
12297,SR2Z,U
12298,B7328,U
12299,RV0,U
12300,B71Z,U
12301,TEA50,U
12302,C22B,U
12303,BS3,U
12304,C413,U
12305,C30L,U
12306,B7212,U
12307,EOIC,U
12308,A211,U
12309,E14S,U
12310,LARC,U
12311,NEM,U
12312,HE60,U
12313,RODS,U
12314,A560,U
12315,FAZ7,U
12316,B737.,U
12317,CR7Z,U
12318,B9M,U
12319,C47B,U
12320,LF5370,U
12321,PA56,U
12322,DV21,U
12323,B763.,U
12324,C208Q,U
12325,H1DL,U
12326,B453,U
12327,EB35,U
12328,J250,U
12329,A3250,U
12330,TOP400-410,U
12331,A20N TOP370,U
12332,B E40,U
12333,A3K,U
12334,F0,U
12335,KE5R,U
12336,H600,U
12337,A389,U
12338,M6000,U
12339,C152SCT,U
12340,A23N,U
12341,B7528,U
12342,BB50,U
12343,EFP,U
12344,B2N,U
12345,E22P,U
12346,TOP 310-330,U
12347,TOP 400,U
12348,B76M,U
12349,P362R,U
12350,SR220,U
12351,TOP300,U
12352,S430,U
12353,N722,U
12354,C235,U
12355,TOP140,U
12356,ATR46,U
12357,B638,U
12358,TOP 390,U
12359,SKC 170,U
12360,M082,U
12361,YANK,U
12362,MU2MOD 052-,U
12363,PQ2,U
12364,0340,U
12365,AE319,U
12366,B7352,U
12367,GLF65,U
12368,675,U
12369,657,U
12370,946,U
12371,M700,U
12372,STENSON,U
12373,A3086,U
12374,C252B,U
12375,B77M,U
12376,-RA,U
12377,880,U
12378,024OVC040,U
12379,SD4,U
12380,CR4J7,U
12381,B438M,U
12382,769,U
12383,28,U
12384,MG17,U
12385,LGEV,U
12386,FA700,U
12387,TOP 300,U
12388,CHJ7,U
12389,BC2,U
12390,E7RL,U
12391,E75M,U
12392,F2TJ,U
12393,2A20N,U
12394,BC,U
12395,RVH,U
12396,A20N TOP350,U
12397,EAQ50,U
12398,S2T2,U
12399,PA49,U
12400,GLBL,U
12401,357L,U
12402,E1190,U
12403,25A,U
12404,E75L`,U
12405,B77V,U
12406,CRJW2,U
12407,0BV,U
12408,CD93,U
12409,A21NJ,U
12410,471,U
12411,BVS3,U
12412,SRT,U
12413,TNB8,U
12414,R10,U
12415,E1375,U
12416,C6680,U
12417,E544,U
12418,645,U
12419,SDF50,U
12420,C3230,U
12421,UNKN095-TOP,U
12422,CK23,U
12423,BE7,U
12424,A372,U
12425,B737 & E175,U
12426,O28,U
12427,P028A,U
12428,V201,U
12429,TBFM911,U
12430,C325M,U
12431,HALX,U
12432,K900,U
12433,1437,U
12434,M D11,U
12435,T430,U
12436,JUMP,U
12437,V35A,U
12438,A3259,U
12439,1103J,U
12440,C491,U
12441,C5252,U
12442,A32I,U
12443,B737B7,U
12444,P22A,U
12445,A210N,U
12446,TBM98,U
12447,B579,U
12448,BE40`,U
12449,PC42,U
12450,B380M,U
12451,CA6C,U
12452,M20PJ,U
12453,B55B,U
12454,BE8M,U
12455,LLJ40,U
12456,S21N,U
12457,D10,U
12458,B7578,U
12459,PC3,U
12460,FEW080,U
12461,CL5T,U
12462,DA562,U
12463,P25R,U
12464,ASR,U
12465,A5K,U
12466,0345,U
12467,PA 28,U
12468,MYGF,U
12469,MT20,U
12470,C85C,U
12471,B738-8,U
12472,GALXC,U
12473,CRJJ9,U
12474,C 510,U
12475,GLEW,U
12476,NB738,U
12477,B484,U
12478,E1R5,U
12479,E5SL,U
12480,GLFFT,U
12481,E75H,U
12482,B29T,U
12483,H35,U
12484,0PC12,U
12485,BASE 047,U
12486,C32B,U
12487,E545L,U
12488,260E,U
12489,OA31,U
12490,GLT6,U
12491,BKN035,U
12492,H129,U
12493,GLH6,U
12494,A20B,U
12495,B72R,U
12496,C4750,U
12497,B761,U
12498,E75ES,U
12499,S76A,U
12500,BB73,U
12501,GALCX,U
12502,E556,U
12503,GLE6,U
12504,3135,U
12505,A20V,U
12506,TOP070,U
12507,G-3,U
12508,HB79,U
12509,T065,U
12510,PS28A,U
12511,C780,U
12512,PPA32,U
12513,ABCS3,U
12514,PS24,U
12515,68F,U
12516,C7502,U
12517,BP28A,U
12518,688A,U
12519,MB81,U
12520,B737SKC,U
12521,BKN 013,U
12522,704,U
12523,B787M,U
12524,A77W,U
12525,BV739,U
12526,NJ13,U
12527,E7L5L,U
12528,E785,U
12529,C1450,U
12530,BC23,U
12531,VE40,U
12532,A21BN,U
12533,P[46T,U
12534,ATR76,U
12535,A20NB,U
12536,PA 46,U
12537,E64L,U
12538,E759,U
12539,NE35,U
12540,107,U
12541,A21C,U
12542,CLR35,U
12543,45F,U
12544,MD111,U
12545,G68A,U
12546,`B38M,U
12547,A35R,U
12548,AE21,U
12549,V899,U
12550,AN20N,U
12551,GLF46,U
12552,`,U
12553,A35A,U
12554,T260,U
12555,A20HN,U
12556,Q4,U
12557,BXS1,U
12558,B737 800,U
12559,BKN030-TOP0,U
12560,AZ1N,U
12561,C59A,U
12562,SG50,U
12563,LJ758,U
12564,237,U
12565,BL53,U
12566,DV200,U
12567,E555,U
12568,FBA3,U
12569,B79W,U
12570,B3XM,U
12571,BE346,U
12572,G820,U
12573,TOPS 023,U
12574,C25\B,U
12575,C2058,U
12576,B7121,U
12577,DL5T,U
12578,687A,U
12579,MD38 B738,U
12580,4320,U
12581,ALPE,U
12582,B7Y37,U
12583,1M5,U
12584,M311,U
12585,STT,U
12586,A12N,U
12587,B75744,U
12588,C65C,U
12589,BB747,U
12590,K35K,U
12591,A20R,U
12592,C1Y82,U
12593,A3569,U
12594,P2121,U
12595,C7680,U
12596,SW4L,U
12597,B398,U
12598,K100,U
12599,CC560,U
12600,REMOS,U
12601,E75O,U
12602,9A44,U
12603,ST2T,U
12604,TNM8,U
12605,B888,U
12606,M70P,U
12607,1915,U
12608,B738X,U
12609,PA314,U
12610,2055,U
12611,C251A,U
12612,AEX,U
12613,AT765,U
12614,B38M`,U
12615,B7238,U
12616,PRJM1,U
12617,C6650,U
12618,E4145,U
12619,B738 MAX,U
12620,1435,U
12621,C2TH,U
12622,B389M,U
12623,A21NL,U
12624,G35L,U
12625,C750 B789,U
12626,RV8X,U
12627,HYK,U
12628,A53K,U
12629,TOP280,U
12630,AN,U
12631,A20NL,U
12632,CRJ76,U
12633,W75L,U
12634,AF65,U
12635,BE89,U
12636,C27W,U
12637,E1335,U
12638,BVS1,U
12639,NUIMEROUS,U
12640,E28L,U
12641,B238M,U
12642,FT2TH,U
12643,C688,U
12644,AN21,U
12645,1648,U
12646,CRPJ7,U
12647,BIS,U
12648,A300L,U
12649,001,U
12650,A3320L,U
12651,B368,U
12652,FTI,U
12653,Q25,U
12654,44C,U
12655,LA46,U
12656,`MD11,U
12657,CR7J2,U
12658,CL43,U
12659,BAE146,U
12660,SF 34,U
12661,E1110,U
12662,C2C,U
12663,A3002,U
12664,STT2,U
12665,B273,U
12666,BI77L,U
12667,738M,U
12668,C2525,U
12669,PC46,U
12670,BCBS1,U
12671,E7EL,U
12672,TEAL,U
12673,BCS6,U
12674,F28TH,U
12675,BASE040,U
12676,CX172,U
12677,TOP180,U
12678,E55P[,U
12679,B3502,U
12680,C6,U
12681,H3K,U
12682,A21B,U
12683,H A359,U
12684,V56X,U
12685,B92M,U
12686,LJ15,U
12687,UF13,U
12688,C1521,U
12689,A320 B787,U
12690,E55E,U
12691,A222,U
12692,G6B,U
12693,C1750,U
12694,B3BM,U
12695,B879,U
12696,MPTL,U
12697,GL9T,U
12698,EXTR,U
12699,LXJ392,U
12700,E1954,U
12701,B52T,U
12702,CR2L,U
12703,RBM9,U
12704,EV0T,U
12705,HELO E135,U
12706,V636,U
12707,E37F,U
12708,ALL PROPS,U
12709,BKN030,U
12710,MDD11,U
12711,G10,U
12712,FR2TH,U
12713,SCT025,U
12714,AC91,U
12715,2018,U
12716,A525,U
12717,E295,U
12718,BASE041,U
12719,C78X,U
12720,UNKNOWN?,U
12721,H55B,U
12722,TOP165,U
12723,MLT,U
12724,E156,U
12725,E50B,U
12726,MULTILE,U
12727,M767,U
12728,P37A,U
12729,26351,U
12730,BA6C,U
12731,C45M,U
12732,MRB,U
12733,A355,U
12734,BE38M,U
12735,MO25,U
12736,C7OO,U
12737,D772,U
12738,2T,U
12739,LJ460,U
12740,B79X,U
12741,AAY,U
12742,GLOF6,U
12743,P2A8A,U
12744,E1545,U
12745,R4,U
12746,A10N,U
12747,LCL30,U
12748,407,U
12749,HR135,U
12750,JSY,U
12751,MOD 240-260,U
12752,T125,U
12753,NUMN,U
12754,CTL8,U
12755,AT-73,U
12756,0020,U
12757,R-22,U
12758,31P,U
12759,B025,U
12760,B 73,U
12761,RBM7,U
12762,H60P,U
12763,BH25,U
12764,B5,U
12765,ST30,U
12766,SSBR1,U
12767,5EE0,U
12768,B78W,U
12769,B33M,U
12770,PC25,U
12771,GA4C,U
12772,KR21,U
12773,DC93P,U
12774,CE90,U
12775,BASES 028,U
12776,CBS3,U
12777,HAVI,U
12778,BCS33,U
12779,HDJ2,U
12780,BE0LO,U
12781,BASE030-TOP,U
12782,CL3 5,U
12783,RJ87,U
12784,BZZ2,U
12785,PCQ12,U
12786,C1712,U
12787,GLR5,U
12788,RV1,U
12789,791,U
12790,B39MM,U
12791,2104,U
12792,CURZ,U
12793,NBB738,U
12794,C688A,U
12795,MTPLAC,U
12796,CH-601,U
12797,B72E,U
12798,CJ30,U
12799,V340,U
12800,J382,U
12801,BASE UNKN T,U
12802,E170060 BKN,U
12803,PCS3,U
12804,B98M,U
12805,C83R,U
12806,C 310,U
12807,616,U
12808,C36A,U
12809,J75,U
12810,MMUT,U
12811,BKN045,U
12812,C4521,U
12813,A65K,U
12814,B738R,U
12815,1401,U
12816,A3396,U
12817,LHJ5,U
12818,AQ319,U
12819,K38R,U
12820,QE190,U
12821,B753I,U
12822,783,U
12823,DK8A,U
12824,GLF280,U
12825,B574,U
12826,TBM17,U
12827,BASE 140,U
12828,CH5B,U
12829,EL5L,U
12830,F220,U
12831,SB320,U
12832,B385M,U
12833,P25A,U
12834,TBN9,U
12835,A239,U
12836,LCRJ2,U
12837,AS321,U
12838,CRJ19,U
12839,E550L,U
12840,BSC2,U
12841,B338M,U
12842,LB60,U
12843,C3402,U
12844,BT48,U
12845,TOP450,U
12846,EC35 (HELO),U
12847,E75SS,U
12848,BE9Q,U
12849,BN367,U
12850,A359 HEAVY,U
12851,ECS1,U
12852,SAKO,U
12853,A218,U
12854,T209,U
12855,M62,U
12856,B739*,U
12857,FA190,U
12858,B76L,U
12859,B396M,U
12860,SR522,U
12861,HDUT,U
12862,SKC TOP 310,U
12863,C7R,U
12864,FOUGA,U
12865,C2908,U
12866,MULTI. A,U
12867,B38MK,U
12868,932R,U
12869,BASC,U
12870,B739UNKNOVC,U
12871,C6801,U
12872,C25GB,U
12873,G350,U
12874,PA323,U
12875,AC 90,U
12876,4E545,U
12877,B3E30,U
12878,DAK,U
12879,A32.,U
12880,B3350,U
12881,E225L,U
12882,TOP 360,U
12883,M14P,U
12884,EAGLE,U
12885,C728,U
12886,B19M,U
12887,M50,U
12888,GA56C,U
12889,BASE 040,U
12890,SR200,U
12891,KSSI,U
12892,B32R,U
12893,VE9L,U
12894,VC182,U
12895,AA319,U
12896,CRJ7 SR22,U
12897,ENA020010,U
12898,OV-10,U
12899,E55S,U
12900,SWWT,U
12901,E55R,U
12902,B887,U
12903,CS3,U
12904,AT88,U
12905,C`172,U
12906,PS8B,U
12907,B E99,U
12908,BU39,U
12909,D22T,U
12910,LANC2,U
12911,B737F,U
12912,0747,U
12913,1447,U
12914,BDS3,U
12915,BT75,U
12916,HDJDT,U
12917,TOP380,U
12918,T-28,U
12919,PA23B,U
12920,DHX2,U
12921,AE37,U
12922,V764,U
12923,TOP150 BKN,U
12924,RA28,U
12925,C17W,U
12926,PA282,U
12927,B38+,U
12928,BEW9L,U
12929,0B76,U
12930,1325,U
12931,S172,U
12932,1A321,U
12933,AR46,U
12934,J,U
12935,BL63,U
12936,CB738,U
12937,B7575,U
12938,BM9,U
12939,A231N,U
12940,TIAD,U
12941,P285,U
12942,C 177,U
12943,BW10,U
12944,0P28A,U
12945,H190,U
12946,SF10,U
12947,A2OH,U
12948,DH3A,U
12949,B74L,U
12950,PIVN,U
12951,FOUG,U
12952,2114,U
12953,P-C12,U
12954,DH36,U
12955,A319 B38M,U
12956,PC12 VMC,U
12957,P2006,U
12958,C3J0J,U
12959,626,U
12960,GL6T,U
12961,E070,U
12962,SH3G,U
12963,HJT,U
12964,928B,U
12965,BE-95,U
12966,583,U
12967,CLG6,U
12968,TOP340,U
12969,C225C,U
12970,H25BB,U
12971,BCS8,U
12972,K535R,U
12973,B7`12,U
12974,EI70,U
12975,SF234,U
12976,CF34,U
12977,KODI SMOOTH RIDE,U
12978,1030,U
12979,ES11,U
12980,XPR,U
12981,PLAN,U
12982,C5TB,U
12983,C25J,U
12984,V38M,U
12985,AS306,U
12986,69V,U
12987,HB879,U
12988,OVC010,U
12989,SSTL,U
12990,PA07,U
12991,TOP 450,U
12992,TOP 460-480,U
12993,CW5C,U
12994,D560,U
12995,PC700,U
12996,CR08,U
12997,PA28 ARCHER,U
12998,PA8X,U
12999,EMBREAER145,U
13000,SW4 MERLIN,U
13001,GE75L,U
13002,A211N,U
13003,A3339,U
13004,BCS5,U
13005,E540,U
13006,G3F5,U
13007,B7WX,U
13008,451,U
13009,3030,U
13010,H25NB,U
13011,58Y,U
13012,M50P,U
13013,C28T,U
13014,CRJ*,U
13015,PZ24,U
13016,E3170,U
13017,VL35,U
13018,P232R,U
13019,PY2,U
13020,P28A1,U
13021,AR5T,U
13022,G800,U
13023,TB11,U
13024,C70X,U
13025,KDCA,U
13026,ALLE,U
13027,PCD12,U
13028,EXPI,U
13029,B329M,U
13030,SCT038,U
13031,SLH4,U
13032,GLEZ,U
13033,ECTF,U
13034,GLF55,U
13035,GLC6,U
13036,DV 20,U
13037,SL35,U
13038,E370,U
13039,A290,U
13040,SJ50,U
13041,E475,U
13042,161,U
13043,B11W,U
13044,EMBREAER,U
13045,BE20 KING,U
13046,B50P,U
13047,A38M,U
13048,ZQA,U
13049,164,U
13050,EURO COUPE,U
13051,A321V,U
13052,C56VX,U
13053,CH-47,U
13054,X340,U
13055,BCA1,U
13056,SRE20,U
13057,SB220,U
13058,FJ9,U
13059,A382,U
13060,P28K,U
13061,C272,U
13062,F777,U
13063,NU2,U
13064,T155,U
13065,B7370,U
13066,1241,U
13067,GLOEX,U
13068,994,U
13069,B125,U
13070,C83,U
13071,BELO,U
13072,OVC 055 TOP,U
13073,FV20,U
13074,M100,U
13075,PA298,U
13076,S716,U
13077,C6580,U
13078,RBM8,U
13079,R55P,U
13080,BCS9,U
13081,501,U
13082,99W,U
13083,3735,U
13084,77Y,U
13085,13744,U
13086,RJIH,U
13087,S50,U
13088,BB38M,U
13089,RC-45J,U
13090,DH8AQ,U
13091,P289,U
13092,A290N,U
13093,FA9X,U
13094,B070,U
13095,P[A28,U
13096,E505P,U
13097,35K,U
13098,LGT ACFT,U
13099,A180,U
13100,HKR135,U
13101,545,U
13102,CVT,U
13103,D32G,U
13104,BE78X,U
13105,\BCS3,U
13106,P22,U
13107,E119,U
13108,SWSST,U
13109,MD28,U
13110,AT346,U
13111,A3.02,U
13112,B239M,U
13113,78T,U
13114,6LFA,U
13115,OVC033,U
13116,ZE19,U
13117,DH807,U
13118,B56T,U
13119,H25BN,U
13120,ST4,U
13121,PCAS,U
13122,A220N,U
13123,320N,U
13124,PPRO,U
13125,BASE195-TOP,U
13126,B78L,U
13127,TOP 340,U
13128,HB7L,U
13129,MDW140023,U
13130,CRJ59,U
13131,1605,U
13132,C24B,U
13133,C60J,U
13134,E762,U
13135,PA274,U
13136,RISN,U
13137,C6870,U
13138,C3TH,U
13139,B33A,U
13140,NMCR,U
13141,B328M,U
13142,E175`,U
13143,C24M,U
13144,ST,U
13145,SKC 040,U
13146,DV28,U
13147,S22Y,U
13148,TOP430,U
13149,TOP110,U
13150,FABX,U
13151,A26,U
13152,SRCC,U
13153,3C40,U
13154,GAFC,U
13155,SF0,U
13156,P2008,U
13157,D75S,U
13158,TOP 370,U
13159,BVE40,U
13160,MILT,U
13161,PCC24,U
13162,B5ME,U
13163,C800,U
13164,H52B,U
13165,H29B,U
13166,P37,U
13167,S2R THRUSH,U
13168,GL5Y,U
13169,M 20P,U
13170,B49M,U
13171,CSS3,U
13172,QA321,U
13173,GLFG6,U
13174,55P,U
13175,RTM7,U
13176,PCQ2,U
13177,A3322,U
13178,TOP 071,U
13179,B7WE,U
13180,N839,U
13181,A.350,U
13182,398,U
13183,223,U
13184,21,U
13185,B384,U
13186,XA32,U
13187,E535,U
13188,C301J,U
13189,E5SE,U
13190,2312,U
13191,TP321,U
13192,SCF4,U
13193,RV11,U
13194,B7 39,U
13195,HZX,U
13196,N757SKC,U
13197,HK13,U
13198,PS27,U
13199,B329,U
13200,NAZI,U
13201,TB22,U
13202,HB78,U
13203,AR73,U
13204,B38H,U
13205,PA32P,U
13206,A373,U
13207,D350,U
13208,F150,U
13209,50T,U
13210,17P,U
13211,E7S5,U
13212,B436,U
13213,C536X,U
13214,CHS040035,U
13215,P32N,U
13216,CL760,U
13217,TOP031-BASE,U
13218,P[C12,U
13219,HG77,U
13220,HLF5,U
13221,P26B,U
13222,PRM100,U
13223,SF80,U
13224,PAA28,U
13225,b738,U
13226,S339,U
13227,crj7,U
13228,m20p,U
13229,a321,U
13230,MCI,U
13231,T170,U
13232,BA.330,U
13233,B597,U
13234,b737,U
13235,C5600,U
13236,B73J7,U
13237,EBM8,U
13238,A202N,U
13239,c172,U
13240,M606,U
13241,b77W,U
13242,TBM09,U
13243,crj9,U
13244,b38m,U
13245,a359,U
13246,a35k,U
13247,b787,U
13248,b788,U
13249,b789,U
13250,glf6,U
13251,E7Y5L,U
13252,B38 ,U
13253,B77w,U
13254,OAY3,U
13255,C5650,U
13256,DT20,U
13257,LDL,U
13258,3319,U
13259,DG6,U
13260,B48M,U
13261,CD56X,U
13262,PA340,U
13263,S650,U
13264,a21n,U
13265,b739,U
13266,B015 T040,U
13267,R46T,U
13268,GLF5B,U
13269,5L,U
13270,P228R,U
13271,T212,U
13272,A75S,U
13273,PL80,U
13274,FUSI,U
13275,B753P,U
13276,SVR1,U
13277,GA6V,U
13278,b77w,U
13279,GA6L,U
13280,LV14,U
13281,B035 T048,U
13282,B738N,U
13283,SH360,U
13284,BC31,U
13285,B 763,U
13286,OCSR,U
13287,B78H,U
13288,mtpl,U
13289,SER22,U
13290,a320,U
13291,pc12,U
13292,E1175,U
13293,E1452,U
13294,689,U
13295,MULTIPE A,U
13296,0355,U
13297,GLEC,U
13298,\\,U
13299,OPSCR,U
13300,EPC,U
13301,ANON,U
13302,A35T,U
13303,Da7x,U
13304,B8X,U
13305,F545,U
13306,B733M,U
13307,B68A,U
13308,b772,U
13309,b767,U
13310,e135,U
13311,e55p,U
13312,b350,U
13313,C+8A,U
13314,B7838,U
13315,E750L,U
13316,T185,U
13317,a319,U
13318,B38ML,U
13319,PA28100002,U
13320,B77 L,U
13321,UNKNW,U
13322,C7580,U
13323,B308M,U
13324,E158,U
13325,GS5C,U
13326,BLQ7,U
13327,CL230,U
13328,C549,U
13329,A21n,U
13330,A353,U
13331,M27,U
13332,P10,U
13333,D212,U
13334,E1700,U
13335,B78N,U
13336,TOP 350,U
13337,BL9L,U
13338,CA5C,U
13339,C64A,U
13340,da40,U
13341,AB39M,U
13342,HDJ1,U
13343,1554,U
13344,b39m,U
13345,a388,U
13346,e170,U
13347,F46T,U
13348,C072,U
13349,C585,U
13350,C5258,U
13351,VC425,U
13352,E196,U
13353,2A1N,U
13354,B387M,U
13355,PC14,U
13356,VC56X,U
13357,1607,U
13358,EF5,U
13359,DV20`,U
13360,J68A,U
13361,A320G,U
13362,624,U
13363,SAH36,U
13364,3172,U
13365,e75s,U
13366,b763,U
13367,2265,U
13368,AK35,U
13369,BASE 070,U
13370,C668,U
13371,LJK45,U
13372,M ULTI,U
13373,C7520,U
13374,FF2TH,U
13375,E77S,U
13376,b78x,U
13377,SCFT,U
13378,CONC,U
13379,EW145,U
13380,E595,U
13381,C250C,U
13382,CH6B,U
13383,b73m,U
13384,GDJT,U
13385,CH701,U
13386,B38A,U
13387,DHRD,U
13388,320E,U
13389,BC33,U
13390,6667,U
13391,E55 PHENOM,U
13392,B7174,U
13393,P912,U
13394,e75,U
13395,B7+,U
13396,fa10,U
13397,BASE210,U
13398,p8,U
13399,GY80,U
13400,FC91,U
13401,B393,U
13402,MULKT,U
13403,A21R,U
13404,GF30,U
13405,GLFF4,U
13406,V39M,U
13407,604,U
13408,2631,U
13409,7446,U
13410,e75l,U
13411,CC93,U
13412,C725,U
13413,B7723,U
13414,H.B772,U
13415,Q333,U
13416,C68E,U
13417,CW10T,U
13418,G184,U
13419,RV18,U
13420,736,U
13421,B7B39M,U
13422,C525IMC,U
13423,C2087,U
13424,sh36,U
13425,MO200,U
13426,BF20,U
13427,BE58TOP 066,U
13428,NB739,U
13429,Pa28,U
13430,BES,U
13431,H35R,U
13432,MOP,U
13433,BCST,U
13434,cl30,U
13435,E5500,U
13436,A3203,U
13437,075L,U
13438,DL35,U
13439,EXL,U
13440,102,U
13441,TM08,U
13442,AT7X,U
13443,B350L,U
13444,E35C,U
13445,FA6X,U
13446,AN20,U
13447,HA32,U
13448,b77l,U
13449,E75l,U
13450,R295,U
13451,974,U
13452,glf5,U
13453,md11,U
13454,E195L,U
13455,SKYV,U
13456,OVC023,U
13457,B025 T036,U
13458,b733,U
13459,LE,U
13460,GSO,U
13461,TBM19,U
13462,B663,U
13463,h25b,U
13464,B489,U
13465,907,U
13466,B763\,U
13467,b38M,U
13468,CL35Q,U
13469,C5XX,U
13470,LK60,U
13471,BES3,U
13472,RY35R,U
13473,V50,U
13474,A20N0,U
13475,B90M,U
13476,H339,U
13477,a21N,U
13478,1259,U
13479,B38MA,U
13480,G;EX,U
13481,TB 9,U
13482,2008,U
13483,a20n,U
13484,SH46,U
13485,B138M,U
13486,738B,U
13487,P42R,U
13488,c25a,U
13489,B77E,U
13490,B1CS,U
13491,sf50,U
13492,0A21N,U
13493,`B788,U
13494,E6S,U
13495,C638A,U
13496,G2802,U
13497,TNM7,U
13498,Be55,U
13499,AUN,U
13500,B317,U
13501,C822R,U
13502,B253,U
13503,B89M,U
13504,PB,U
13505,b138,U
13506,B74398,U
13507,GZLX,U
13508,BE335,U
13509,330B77W,U
13510,AS21N,U
13511,B7W7,U
13512,XL35,U
13513,B739BKNUNKN,U
13514,P461,U
13515,C23C,U
13516,GLT17,U
13517,ECS3,U
13518,E75TL,U
13519,AC47,U
13520,B737A320,U
13521,FA72,U
13522,E72S,U
13523,C5560,U
13524,C25MN,U
13525,GZ5C,U
13526,JJ60,U
13527,T737,U
13528,E75LO,U
13529,B739B,U
13530,BB739,U
13531,713,U
13532,S,U
13533,B738LGT-MOD,U
13534,B3E36,U
13535,B38MN,U
13536,A319.,U
13537,32A1,U
13538,A764,U
13539,264,U
13540,D38M,U
13541,PR11,U
13542,E700,U
13543,BE24-TOP036,U
13544,EP,U
13545,ZZ,U
13546,GA5B,U
13547,387,U
13548,H1 B777,U
13549,LF4,U
13550,A2QN,U
13551,BF83,U
13552,B7543,U
13553,S225,U
13554,D140,U
13555,B77LJ,U
13556,137,U
13557,1333,U
13558,E170 BKN070,U
13559,Dc3,U
13560,GLF60,U
13561,PH8A,U
13562,C56B7370,U
13563,c68a,U
13564,B777LGT-,U
13565,A3369,U
13566,S33T,U
13567,N21A,U
13568,E22,U
13569,JS23,U
13570,e175,U
13571,DC146,U
13572,TWIN OTTER,U
13573,TOP 190,U
13574,SF350,U
13575,a332,U
13576,G5LT,U
13577,b752,U
13578,B033 BKN T0,U
13579,16,U
13580,HU27,U
13581,E7DL,U
13582,B789L,U
13583,374,U
13584,C75-,U
13585,BW9L,U
13586,PH67,U
13587,E95,U
13588,B7177,U
13589,E38M,U
13590,B87385,U
13591,R730,U
13592,TP GLF5,U
13593,D789,U
13594,AB744,U
13595,B763A,U
13596,G230,U
13597,F9800,U
13598,G7T,U
13599,GFF6,U
13600,0328,U
13601,B38 M,U
13602,C56X````,U
13603,CR37,U
13604,FA37,U
13605,pa24,U
13606,b744,U
13607,B77;,U
13608,E285,U
13609,CW8,U
13610,BLG5,U
13611,B69M,U
13612,0C510,U
13613,SL60,U
13614,B38MJ,U
13615,BE40V,U
13616,E-190,U
13617,H-MD1,U
13618,CL37,U
13619,BU38,U
13620,096,U
13621,330-200,U
13622,TOP 175,U
13623,A32n,U
13624,046,U
13625,HDJ3,U
13626,P140,U
13627,E645,U
13628,B 739M,U
13629,BCJ3,U
13630,C524,U
13631,GALC,U
13632,F90L,U
13633,CC208,U
13634,BM,U
13635,b748,U
13636,LU8E,U
13637,B34D,U
13638,RODO,U
13639,OTM,U
13640,SRTT,U
13641,2A,U
13642,CD3T,U
13643,1941,U
13644,B7PE,U
13645,TP BE9L,U
13646,AT,U
13647,A320~,U
13648,MUILTI,U
13649,F15E,U
13650,C2SM,U
13651,BEB20,U
13652,2242,U
13653,B739H,U
13654,C206 BCS3,U
13655,040 070,U
13656,29016G20,U
13657,6A6C,U
13658,GH8A,U
13659,C214,U
13660,F2THG,U
13661,175S,U
13662,GL77,U
13663,BB77W,U
13664,896,U
13665,B7938,U
13666,A3202,U
13667,C10X,U
13668,GL71,U
13669,PMI1,U
13670,AN25,U
13671,MKE,U
13672,V762,U
13673,B395,U
13674,PAY2.,U
13675,CT9,U
13676,GA5A,U
13677,BASES 008,U
13678,B737OVC-TOP,U
13679,DA26,U
13680,P4T,U
13681,CD172,U
13682,BW33,U
13683,FD AND DA40,U
13684,TR2,U
13685,GAL5,U
13686,BEJ9,U
13687,B 39M,U
13688,J763,U
13689,GA6E,U
13690,LF70,U
13691,P132,U
13692,B 38M,U
13693,LNP9,U
13694,535,U
13695,E1995,U
13696,C638,U
13697,B59T,U
13698,DCS3,U
13699,GLF5`,U
13700,A172,U
13701,B75.,U
13702,E321,U
13703,P170,U
13704,BRK,U
13705,BE39M,U
13706,GLT1,U
13707,B069,U
13708,LB40,U
13709,Q175,U
13710,B744744,U
13711,TOP 110,U
13712,CL700,U
13713,SF50L,U
13714,BE36JJ,U
13715,BS20,U
13716,SB2000,U
13717,LG5T,U
13718,PH31,U
13719,B501,U
13720,E55P AND C5,U
13721,CRL,U
13722,142,U
13723,A71,U
13724,GAC,U
13725,2139,U
13726,T200,U
13727,C208X,U
13728,BCS31,U
13729,B53M,U
13730,CC177,U
13731,A56X,U
13732,2108,U
13733,MULTI TYPES,U
13734,P121,U
13735,FFT1401,U
